query,intent,entities
Cancel my cholesterol test appointment for in two days September 2nd,cancel_test,"{'TEST_TYPE': 'cholesterol test', 'TIME': 'in two days', 'DATE': 'September 2nd'}"
Retrieve my blood test results from April 10th,retrieve_document,"{'DOCUMENT_TYPE': 'blood test results', 'DATE': 'April 10th'}"
I want to book a thyroid test for night June 21st,book_test,"{'TEST_TYPE': 'thyroid test', 'TIME': 'night', 'DATE': 'June 21st'}"
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
Cancel my cholesterol test appointment for tomorrow August 30th,cancel_test,"{'TEST_TYPE': 'cholesterol test', 'TIME': 'tomorrow', 'DATE': 'August 30th'}"
I need to upload my MRI scan,upload_document,{'DOCUMENT_TYPE': 'MRI scan'}
Retrieve my prescription from June 21st,retrieve_document,"{'DOCUMENT_TYPE': 'prescription', 'DATE': 'June 21st'}"
I need to upload my X-ray report,upload_document,{'DOCUMENT_TYPE': 'X-ray report'}
Should I fast before my blood test?,medical_query,{}
Cancel my  appointment for afternoon July 15th,cancel_test,"{'TIME': 'afternoon', 'DATE': 'July 15th'}"
What should I wear for an X-ray?,medical_query,{}
I need to upload my discharge summary,upload_document,{'DOCUMENT_TYPE': 'discharge summary'}
Cancel my cholesterol test appointment for next week August 30th,cancel_test,"{'TEST_TYPE': 'cholesterol test', 'TIME': 'next week', 'DATE': 'August 30th'}"
I need to upload my discharge summary,upload_document,{'DOCUMENT_TYPE': 'discharge summary'}
Is an ultrasound painful?,medical_query,{}
Retrieve my X-ray report from,retrieve_document,{'DOCUMENT_TYPE': 'X-ray report'}
I want to book a MRI for,book_test,{'TEST_TYPE': 'MRI'}
Cancel my  appointment for night,cancel_test,{'TIME': 'night'}
Retrieve my blood test results from,retrieve_document,{'DOCUMENT_TYPE': 'blood test results'}
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
Cancel my cholesterol test appointment for afternoon April 10th,cancel_test,"{'TEST_TYPE': 'cholesterol test', 'TIME': 'afternoon', 'DATE': 'April 10th'}"
I want to book a CT scan for next week April 10th,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'next week', 'DATE': 'April 10th'}"
Cancel my MRI appointment for  April 10th,cancel_test,"{'TEST_TYPE': 'MRI', 'DATE': 'April 10th'}"
Cancel my  appointment for  July 15th,cancel_test,{'DATE': 'July 15th'}
I need to upload my X-ray report,upload_document,{'DOCUMENT_TYPE': 'X-ray report'}
Retrieve my blood test results from,retrieve_document,{'DOCUMENT_TYPE': 'blood test results'}
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
Cancel my MRI appointment for in two days,cancel_test,"{'TEST_TYPE': 'MRI', 'TIME': 'in two days'}"
Do I need to avoid metal objects for an MRI?,medical_query,{}
Retrieve my MRI scan from,retrieve_document,{'DOCUMENT_TYPE': 'MRI scan'}
Retrieve my discharge summary from July 15th,retrieve_document,"{'DOCUMENT_TYPE': 'discharge summary', 'DATE': 'July 15th'}"
I need to upload my discharge summary,upload_document,{'DOCUMENT_TYPE': 'discharge summary'}
Cancel my cholesterol test appointment for  September 2nd,cancel_test,"{'TEST_TYPE': 'cholesterol test', 'DATE': 'September 2nd'}"
Retrieve my discharge summary from,retrieve_document,{'DOCUMENT_TYPE': 'discharge summary'}
Cancel my  appointment for next month August 30th,cancel_test,"{'TIME': 'next month', 'DATE': 'August 30th'}"
I want to book a CT scan for night,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'night'}"
I want to book a blood test for next week August 30th,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'next week', 'DATE': 'August 30th'}"
Retrieve my discharge summary from June 21st,retrieve_document,"{'DOCUMENT_TYPE': 'discharge summary', 'DATE': 'June 21st'}"
I want to book a blood test for night June 21st,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'night', 'DATE': 'June 21st'}"
Cancel my thyroid test appointment for  September 2nd,cancel_test,"{'TEST_TYPE': 'thyroid test', 'DATE': 'September 2nd'}"
Do I need to avoid metal objects for an MRI?,medical_query,{}
Cancel my  appointment for in two days June 21st,cancel_test,"{'TIME': 'in two days', 'DATE': 'June 21st'}"
I need to upload my discharge summary,upload_document,{'DOCUMENT_TYPE': 'discharge summary'}
Retrieve my prescription from,retrieve_document,{'DOCUMENT_TYPE': 'prescription'}
Cancel my  appointment for,cancel_test,{}
Retrieve my prescription from,retrieve_document,{'DOCUMENT_TYPE': 'prescription'}
Cancel my  appointment for next week,cancel_test,{'TIME': 'next week'}
Cancel my  appointment for afternoon June 21st,cancel_test,"{'TIME': 'afternoon', 'DATE': 'June 21st'}"
Retrieve my X-ray report from,retrieve_document,{'DOCUMENT_TYPE': 'X-ray report'}
I want to book a blood test for next week August 30th,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'next week', 'DATE': 'August 30th'}"
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
Retrieve my prescription from,retrieve_document,{'DOCUMENT_TYPE': 'prescription'}
Cancel my  appointment for evening April 10th,cancel_test,"{'TIME': 'evening', 'DATE': 'April 10th'}"
I want to book a blood test for next week March 5th,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'next week', 'DATE': 'March 5th'}"
Retrieve my blood test results from,retrieve_document,{'DOCUMENT_TYPE': 'blood test results'}
I want to book a MRI for  March 5th,book_test,"{'TEST_TYPE': 'MRI', 'DATE': 'March 5th'}"
I want to book a X-ray for  July 15th,book_test,"{'TEST_TYPE': 'X-ray', 'DATE': 'July 15th'}"
I want to book a cholesterol test for evening July 15th,book_test,"{'TEST_TYPE': 'cholesterol test', 'TIME': 'evening', 'DATE': 'July 15th'}"
I want to book a X-ray for  August 30th,book_test,"{'TEST_TYPE': 'X-ray', 'DATE': 'August 30th'}"
Retrieve my discharge summary from August 30th,retrieve_document,"{'DOCUMENT_TYPE': 'discharge summary', 'DATE': 'August 30th'}"
I need to upload my discharge summary,upload_document,{'DOCUMENT_TYPE': 'discharge summary'}
Retrieve my MRI scan from August 30th,retrieve_document,"{'DOCUMENT_TYPE': 'MRI scan', 'DATE': 'August 30th'}"
Cancel my X-ray appointment for morning March 5th,cancel_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'morning', 'DATE': 'March 5th'}"
I want to book a CT scan for next week August 30th,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'next week', 'DATE': 'August 30th'}"
Cancel my  appointment for in two days April 10th,cancel_test,"{'TIME': 'in two days', 'DATE': 'April 10th'}"
Is it safe to eat before a cholesterol test?,medical_query,{}
I need to upload my MRI scan,upload_document,{'DOCUMENT_TYPE': 'MRI scan'}
Is it safe to eat before a cholesterol test?,medical_query,{}
I want to book a ultrasound for night September 2nd,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'night', 'DATE': 'September 2nd'}"
Can I take my medications before an ECG?,medical_query,{}
I want to book a cholesterol test for morning,book_test,"{'TEST_TYPE': 'cholesterol test', 'TIME': 'morning'}"
Is it safe to eat before a cholesterol test?,medical_query,{}
I need to upload my X-ray report,upload_document,{'DOCUMENT_TYPE': 'X-ray report'}
Should I fast before my blood test?,medical_query,{}
Should I fast before my blood test?,medical_query,{}
Is it safe to eat before a cholesterol test?,medical_query,{}
Retrieve my blood test results from June 21st,retrieve_document,"{'DOCUMENT_TYPE': 'blood test results', 'DATE': 'June 21st'}"
What should I wear for an X-ray?,medical_query,{}
I want to book a ultrasound for,book_test,{'TEST_TYPE': 'ultrasound'}
Retrieve my MRI scan from August 30th,retrieve_document,"{'DOCUMENT_TYPE': 'MRI scan', 'DATE': 'August 30th'}"
Can I take my medications before an ECG?,medical_query,{}
I need to upload my X-ray report,upload_document,{'DOCUMENT_TYPE': 'X-ray report'}
I need to upload my MRI scan,upload_document,{'DOCUMENT_TYPE': 'MRI scan'}
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
Cancel my CT scan appointment for next week September 2nd,cancel_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'next week', 'DATE': 'September 2nd'}"
I want to book a MRI for next month September 2nd,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'next month', 'DATE': 'September 2nd'}"
I need to upload my discharge summary,upload_document,{'DOCUMENT_TYPE': 'discharge summary'}
I need to upload my X-ray report,upload_document,{'DOCUMENT_TYPE': 'X-ray report'}
Retrieve my X-ray report from,retrieve_document,{'DOCUMENT_TYPE': 'X-ray report'}
Retrieve my MRI scan from March 5th,retrieve_document,"{'DOCUMENT_TYPE': 'MRI scan', 'DATE': 'March 5th'}"
I want to book a MRI for evening,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'evening'}"
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
I need to upload my prescription,upload_document,{'DOCUMENT_TYPE': 'prescription'}
I need to upload my MRI scan,upload_document,{'DOCUMENT_TYPE': 'MRI scan'}
Can I drink coffee before an ultrasound?,medical_query,{}
I want to book a X-ray for night July 15th,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'night', 'DATE': 'July 15th'}"
What should I wear for an X-ray?,medical_query,{}
Is an ultrasound painful?,medical_query,{}
I need to upload my MRI scan,upload_document,{'DOCUMENT_TYPE': 'MRI scan'}
I want to book a MRI for next week,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'next week'}"
Retrieve my X-ray report from,retrieve_document,{'DOCUMENT_TYPE': 'X-ray report'}
I want to book a X-ray for next month June 21st,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'next month', 'DATE': 'June 21st'}"
I want to book a ECG for next week April 10th,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'next week', 'DATE': 'April 10th'}"
I need to upload my discharge summary,upload_document,{'DOCUMENT_TYPE': 'discharge summary'}
Cancel my blood test appointment for in two days,cancel_test,"{'TEST_TYPE': 'blood test', 'TIME': 'in two days'}"
Can I drink coffee before an ultrasound?,medical_query,{}
Cancel my  appointment for tomorrow April 10th,cancel_test,"{'TIME': 'tomorrow', 'DATE': 'April 10th'}"
I need to upload my X-ray report,upload_document,{'DOCUMENT_TYPE': 'X-ray report'}
Retrieve my MRI scan from August 30th,retrieve_document,"{'DOCUMENT_TYPE': 'MRI scan', 'DATE': 'August 30th'}"
I want to book a ECG for afternoon July 15th,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'afternoon', 'DATE': 'July 15th'}"
Is an ultrasound painful?,medical_query,{}
Retrieve my blood test results from March 5th,retrieve_document,"{'DOCUMENT_TYPE': 'blood test results', 'DATE': 'March 5th'}"
Is it safe to eat before a cholesterol test?,medical_query,{}
Is an ultrasound painful?,medical_query,{}
I need to upload my prescription,upload_document,{'DOCUMENT_TYPE': 'prescription'}
I want to book a MRI for next week July 15th,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'next week', 'DATE': 'July 15th'}"
I need to upload my X-ray report,upload_document,{'DOCUMENT_TYPE': 'X-ray report'}
Cancel my  appointment for next month April 10th,cancel_test,"{'TIME': 'next month', 'DATE': 'April 10th'}"
I need to upload my MRI scan,upload_document,{'DOCUMENT_TYPE': 'MRI scan'}
I want to book a ECG for,book_test,{'TEST_TYPE': 'ECG'}
I want to book a CT scan for night July 15th,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'night', 'DATE': 'July 15th'}"
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
Retrieve my prescription from April 10th,retrieve_document,"{'DOCUMENT_TYPE': 'prescription', 'DATE': 'April 10th'}"
I need to upload my prescription,upload_document,{'DOCUMENT_TYPE': 'prescription'}
Retrieve my X-ray report from,retrieve_document,{'DOCUMENT_TYPE': 'X-ray report'}
I want to book a CT scan for  September 2nd,book_test,"{'TEST_TYPE': 'CT scan', 'DATE': 'September 2nd'}"
Do I need to avoid metal objects for an MRI?,medical_query,{}
I need to upload my discharge summary,upload_document,{'DOCUMENT_TYPE': 'discharge summary'}
Retrieve my blood test results from,retrieve_document,{'DOCUMENT_TYPE': 'blood test results'}
I want to book a ECG for next month August 30th,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'next month', 'DATE': 'August 30th'}"
What should I wear for an X-ray?,medical_query,{}
Retrieve my blood test results from July 15th,retrieve_document,"{'DOCUMENT_TYPE': 'blood test results', 'DATE': 'July 15th'}"
I need to upload my discharge summary,upload_document,{'DOCUMENT_TYPE': 'discharge summary'}
I need to upload my discharge summary,upload_document,{'DOCUMENT_TYPE': 'discharge summary'}
I want to book a CT scan for tomorrow,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'tomorrow'}"
I need to upload my prescription,upload_document,{'DOCUMENT_TYPE': 'prescription'}
Cancel my  appointment for next week July 15th,cancel_test,"{'TIME': 'next week', 'DATE': 'July 15th'}"
Retrieve my MRI scan from August 30th,retrieve_document,"{'DOCUMENT_TYPE': 'MRI scan', 'DATE': 'August 30th'}"
Cancel my thyroid test appointment for afternoon April 10th,cancel_test,"{'TEST_TYPE': 'thyroid test', 'TIME': 'afternoon', 'DATE': 'April 10th'}"
I want to book a ECG for evening August 30th,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'evening', 'DATE': 'August 30th'}"
Retrieve my blood test results from,retrieve_document,{'DOCUMENT_TYPE': 'blood test results'}
I want to book a X-ray for  September 2nd,book_test,"{'TEST_TYPE': 'X-ray', 'DATE': 'September 2nd'}"
Cancel my cholesterol test appointment for in two days,cancel_test,"{'TEST_TYPE': 'cholesterol test', 'TIME': 'in two days'}"
I want to book a ultrasound for  September 2nd,book_test,"{'TEST_TYPE': 'ultrasound', 'DATE': 'September 2nd'}"
Retrieve my blood test results from April 10th,retrieve_document,"{'DOCUMENT_TYPE': 'blood test results', 'DATE': 'April 10th'}"
Cancel my  appointment for tomorrow June 21st,cancel_test,"{'TIME': 'tomorrow', 'DATE': 'June 21st'}"
Can I take my medications before an ECG?,medical_query,{}
Retrieve my prescription from September 2nd,retrieve_document,"{'DOCUMENT_TYPE': 'prescription', 'DATE': 'September 2nd'}"
I want to book a ultrasound for  July 15th,book_test,"{'TEST_TYPE': 'ultrasound', 'DATE': 'July 15th'}"
Can I drink coffee before an ultrasound?,medical_query,{}
Cancel my  appointment for next week,cancel_test,{'TIME': 'next week'}
Cancel my thyroid test appointment for  July 15th,cancel_test,"{'TEST_TYPE': 'thyroid test', 'DATE': 'July 15th'}"
Cancel my cholesterol test appointment for,cancel_test,{'TEST_TYPE': 'cholesterol test'}
I want to book a MRI for evening July 15th,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'evening', 'DATE': 'July 15th'}"
Cancel my  appointment for next week August 30th,cancel_test,"{'TIME': 'next week', 'DATE': 'August 30th'}"
Can I take my medications before an ECG?,medical_query,{}
I need to upload my prescription,upload_document,{'DOCUMENT_TYPE': 'prescription'}
I need to upload my discharge summary,upload_document,{'DOCUMENT_TYPE': 'discharge summary'}
Retrieve my X-ray report from,retrieve_document,{'DOCUMENT_TYPE': 'X-ray report'}
I want to book a blood test for tomorrow April 10th,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'tomorrow', 'DATE': 'April 10th'}"
Cancel my  appointment for night,cancel_test,{'TIME': 'night'}
I want to book a cholesterol test for  April 10th,book_test,"{'TEST_TYPE': 'cholesterol test', 'DATE': 'April 10th'}"
Should I fast before my blood test?,medical_query,{}
Cancel my cholesterol test appointment for next month March 5th,cancel_test,"{'TEST_TYPE': 'cholesterol test', 'TIME': 'next month', 'DATE': 'March 5th'}"
Can I drink coffee before an ultrasound?,medical_query,{}
I need to upload my MRI scan,upload_document,{'DOCUMENT_TYPE': 'MRI scan'}
Cancel my MRI appointment for tomorrow September 2nd,cancel_test,"{'TEST_TYPE': 'MRI', 'TIME': 'tomorrow', 'DATE': 'September 2nd'}"
Is an ultrasound painful?,medical_query,{}
Retrieve my X-ray report from,retrieve_document,{'DOCUMENT_TYPE': 'X-ray report'}
What should I wear for an X-ray?,medical_query,{}
Do I need to avoid metal objects for an MRI?,medical_query,{}
I want to book a cholesterol test for next week June 21st,book_test,"{'TEST_TYPE': 'cholesterol test', 'TIME': 'next week', 'DATE': 'June 21st'}"
Retrieve my prescription from March 5th,retrieve_document,"{'DOCUMENT_TYPE': 'prescription', 'DATE': 'March 5th'}"
Cancel my thyroid test appointment for morning,cancel_test,"{'TEST_TYPE': 'thyroid test', 'TIME': 'morning'}"
I want to book a ECG for morning,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'morning'}"
Retrieve my X-ray report from September 2nd,retrieve_document,"{'DOCUMENT_TYPE': 'X-ray report', 'DATE': 'September 2nd'}"
I want to book a MRI for next week August 30th,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'next week', 'DATE': 'August 30th'}"
Retrieve my prescription from,retrieve_document,{'DOCUMENT_TYPE': 'prescription'}
I want to book a thyroid test for in two days April 10th,book_test,"{'TEST_TYPE': 'thyroid test', 'TIME': 'in two days', 'DATE': 'April 10th'}"
How long does a CT scan take?,medical_query,{}
Retrieve my MRI scan from August 30th,retrieve_document,"{'DOCUMENT_TYPE': 'MRI scan', 'DATE': 'August 30th'}"
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
I want to book a ultrasound for,book_test,{'TEST_TYPE': 'ultrasound'}
Retrieve my prescription from,retrieve_document,{'DOCUMENT_TYPE': 'prescription'}
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
