query,intent,entities
Can you cancel my test tomorrow?,cancel_test,{'TIME': 'tomorrow'}
Interpret my blood report results.,analyze_report,{'REPORT_TYPE': 'blood report'}
"Here is my blood report, please store it.",upload_record,{'REPORT_TYPE': 'blood report'}
Fetch my ECG report.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'on 10th February'}"
Need a CT scan scheduled next week.,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'next week'}"
Please remove my appointment today.,cancel_test,{'TIME': 'today'}
Interpret my ultrasound report results.,analyze_report,{'REPORT_TYPE': 'ultrasound report'}
I want to upload my X-ray report.,upload_record,{'REPORT_TYPE': 'X-ray report'}
I need my X-ray report from last month.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'last month'}"
I want to book a CT scan appointment next week.,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'next week'}"
Cancel my X-ray scheduled next week.,cancel_test,{'TIME': 'next week'}
Interpret my ECG report results.,analyze_report,{'REPORT_TYPE': 'ECG report'}
Can I upload my ultrasound report?,upload_record,{'REPORT_TYPE': 'ultrasound report'}
Can I get my MRI report from on 10th February?,retrieve_record,"{'REPORT_TYPE': 'MRI report', 'DATE': 'on 10th February'}"
Can I get a blood test this Friday?,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'this Friday'}"
Please remove my appointment last Monday.,cancel_test,{'TIME': 'last Monday'}
Can you analyze my ECG report?,analyze_report,{'REPORT_TYPE': 'ECG report'}
Save my ECG report to my records.,upload_record,{'REPORT_TYPE': 'ECG report'}
I need my X-ray report from last week.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'last week'}"
Can I get a ultrasound today?,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'today'}"
I need to cancel my CT scan on on 15th March.,cancel_test,{'TIME': 'on 15th March'}
Check my MRI report and provide feedback.,analyze_report,{'REPORT_TYPE': 'MRI report'}
Can I upload my X-ray report?,upload_record,{'REPORT_TYPE': 'X-ray report'}
Fetch my ultrasound report.,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'on March 5th'}"
I need a MRI on tomorrow.,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'tomorrow'}"
I won't be available for my X-ray test tomorrow.,cancel_test,{'TIME': 'tomorrow'}
What does my ultrasound report say?,analyze_report,{'REPORT_TYPE': 'ultrasound report'}
Can I upload my ECG report?,upload_record,{'REPORT_TYPE': 'ECG report'}
Find my ECG report recorded on last month.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'last month'}"
Can I get a X-ray next month?,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'next month'}"
Can you cancel my test tomorrow?,cancel_test,{'TIME': 'tomorrow'}
Can you analyze my ECG report?,analyze_report,{'REPORT_TYPE': 'ECG report'}
Save my CT scan report to my records.,upload_record,{'REPORT_TYPE': 'CT scan report'}
Can I get my ultrasound report from on March 5th?,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'on March 5th'}"
I want to book a MRI appointment next month.,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'next month'}"
I won't be available for my MRI test last Monday.,cancel_test,{'TIME': 'last Monday'}
Interpret my MRI report results.,analyze_report,{'REPORT_TYPE': 'MRI report'}
Save my ECG report to my records.,upload_record,{'REPORT_TYPE': 'ECG report'}
Fetch my ECG report.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'last month'}"
Can I get a CT scan last Monday?,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'last Monday'}"
Can you cancel my test on 15th March?,cancel_test,{'TIME': 'on 15th March'}
Interpret my ultrasound report results.,analyze_report,{'REPORT_TYPE': 'ultrasound report'}
I want to upload my MRI report.,upload_record,{'REPORT_TYPE': 'MRI report'}
Fetch my CT scan report.,retrieve_record,"{'REPORT_TYPE': 'CT scan report', 'DATE': 'on March 5th'}"
Schedule a X-ray for on 15th March.,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'on 15th March'}"
I need to cancel my blood test on on 15th March.,cancel_test,{'TIME': 'on 15th March'}
Can you analyze my blood report?,analyze_report,{'REPORT_TYPE': 'blood report'}
Can I upload my blood report?,upload_record,{'REPORT_TYPE': 'blood report'}
Retrieve my ECG report for on 10th February.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'on 10th February'}"
Please arrange a X-ray test today.,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'today'}"
I won't be available for my blood test test next week.,cancel_test,{'TIME': 'next week'}
Check my MRI report and provide feedback.,analyze_report,{'REPORT_TYPE': 'MRI report'}
Save my X-ray report to my records.,upload_record,{'REPORT_TYPE': 'X-ray report'}
Retrieve my blood report for last week.,retrieve_record,"{'REPORT_TYPE': 'blood report', 'DATE': 'last week'}"
Please arrange a CT scan test last Monday.,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'last Monday'}"
I need to cancel my blood test on this Friday.,cancel_test,{'TIME': 'this Friday'}
Interpret my blood report results.,analyze_report,{'REPORT_TYPE': 'blood report'}
"Here is my ECG report, please store it.",upload_record,{'REPORT_TYPE': 'ECG report'}
Find my ECG report recorded on on March 5th.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'on March 5th'}"
I need a ECG on next month.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'next month'}"
Cancel my ECG scheduled next month.,cancel_test,{'TIME': 'next month'}
What does my ultrasound report say?,analyze_report,{'REPORT_TYPE': 'ultrasound report'}
"Uploading CT scan report, please process it.",upload_record,{'REPORT_TYPE': 'CT scan report'}
Can I get my CT scan report from on March 5th?,retrieve_record,"{'REPORT_TYPE': 'CT scan report', 'DATE': 'on March 5th'}"
I want to book a X-ray appointment next month.,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'next month'}"
Please remove my appointment last Monday.,cancel_test,{'TIME': 'last Monday'}
What does my ultrasound report say?,analyze_report,{'REPORT_TYPE': 'ultrasound report'}
"Here is my CT scan report, please store it.",upload_record,{'REPORT_TYPE': 'CT scan report'}
Find my X-ray report recorded on last week.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'last week'}"
I want to book a ultrasound appointment tomorrow.,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'tomorrow'}"
Cancel my CT scan scheduled this Friday.,cancel_test,{'TIME': 'this Friday'}
Can you analyze my blood report?,analyze_report,{'REPORT_TYPE': 'blood report'}
"Here is my ECG report, please store it.",upload_record,{'REPORT_TYPE': 'ECG report'}
Retrieve my blood report for on March 5th.,retrieve_record,"{'REPORT_TYPE': 'blood report', 'DATE': 'on March 5th'}"
Please arrange a MRI test today.,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'today'}"
Can you cancel my test last Monday?,cancel_test,{'TIME': 'last Monday'}
Can you analyze my blood report?,analyze_report,{'REPORT_TYPE': 'blood report'}
"Uploading MRI report, please process it.",upload_record,{'REPORT_TYPE': 'MRI report'}
Retrieve my X-ray report for on 10th February.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'on 10th February'}"
I need a blood test on on 15th March.,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'on 15th March'}"
Please remove my appointment tomorrow.,cancel_test,{'TIME': 'tomorrow'}
Give me insights on my blood report.,analyze_report,{'REPORT_TYPE': 'blood report'}
I want to upload my blood report.,upload_record,{'REPORT_TYPE': 'blood report'}
I need my blood report from yesterday.,retrieve_record,"{'REPORT_TYPE': 'blood report', 'DATE': 'yesterday'}"
I want to book a ultrasound appointment tomorrow.,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'tomorrow'}"
I won't be available for my ECG test day after tomorrow.,cancel_test,{'TIME': 'day after tomorrow'}
Can you analyze my ultrasound report?,analyze_report,{'REPORT_TYPE': 'ultrasound report'}
Save my X-ray report to my records.,upload_record,{'REPORT_TYPE': 'X-ray report'}
Can I get my MRI report from last month?,retrieve_record,"{'REPORT_TYPE': 'MRI report', 'DATE': 'last month'}"
I need a ultrasound on next week.,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'next week'}"
Please remove my appointment tomorrow.,cancel_test,{'TIME': 'tomorrow'}
What does my CT scan report say?,analyze_report,{'REPORT_TYPE': 'CT scan report'}
I want to upload my blood report.,upload_record,{'REPORT_TYPE': 'blood report'}
I need my ultrasound report from last month.,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'last month'}"
Can I get a ultrasound last Monday?,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'last Monday'}"
I need to cancel my ultrasound on today.,cancel_test,{'TIME': 'today'}
Check my blood report and provide feedback.,analyze_report,{'REPORT_TYPE': 'blood report'}
"Here is my X-ray report, please store it.",upload_record,{'REPORT_TYPE': 'X-ray report'}
Fetch my X-ray report.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'last week'}"
Need a MRI scheduled tomorrow.,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'tomorrow'}"
I won't be available for my ECG test next month.,cancel_test,{'TIME': 'next month'}
Can you analyze my MRI report?,analyze_report,{'REPORT_TYPE': 'MRI report'}
I want to upload my CT scan report.,upload_record,{'REPORT_TYPE': 'CT scan report'}
I need my X-ray report from last week.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'last week'}"
I want to book a X-ray appointment last Monday.,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'last Monday'}"
I need to cancel my CT scan on on 15th March.,cancel_test,{'TIME': 'on 15th March'}
Can you analyze my ultrasound report?,analyze_report,{'REPORT_TYPE': 'ultrasound report'}
I want to upload my X-ray report.,upload_record,{'REPORT_TYPE': 'X-ray report'}
Fetch my X-ray report.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'last month'}"
Please arrange a blood test test last Monday.,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'last Monday'}"
I won't be available for my X-ray test last Monday.,cancel_test,{'TIME': 'last Monday'}
Check my ECG report and provide feedback.,analyze_report,{'REPORT_TYPE': 'ECG report'}
Save my ultrasound report to my records.,upload_record,{'REPORT_TYPE': 'ultrasound report'}
Fetch my ECG report.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'yesterday'}"
I want to book a MRI appointment day after tomorrow.,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'day after tomorrow'}"
Cancel my MRI scheduled on 15th March.,cancel_test,{'TIME': 'on 15th March'}
Can you analyze my CT scan report?,analyze_report,{'REPORT_TYPE': 'CT scan report'}
Save my MRI report to my records.,upload_record,{'REPORT_TYPE': 'MRI report'}
Retrieve my ultrasound report for on March 5th.,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'on March 5th'}"
Schedule a CT scan for tomorrow.,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'tomorrow'}"
Cancel my ultrasound scheduled next week.,cancel_test,{'TIME': 'next week'}
Interpret my blood report results.,analyze_report,{'REPORT_TYPE': 'blood report'}
Save my ECG report to my records.,upload_record,{'REPORT_TYPE': 'ECG report'}
Can I get my CT scan report from on March 5th?,retrieve_record,"{'REPORT_TYPE': 'CT scan report', 'DATE': 'on March 5th'}"
Please arrange a X-ray test tomorrow.,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'tomorrow'}"
I need to cancel my ultrasound on tomorrow.,cancel_test,{'TIME': 'tomorrow'}
Can you analyze my CT scan report?,analyze_report,{'REPORT_TYPE': 'CT scan report'}
I want to upload my blood report.,upload_record,{'REPORT_TYPE': 'blood report'}
Can I get my ECG report from last week?,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'last week'}"
I want to book a ultrasound appointment on 15th March.,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'on 15th March'}"
Cancel my MRI scheduled today.,cancel_test,{'TIME': 'today'}
Can you analyze my MRI report?,analyze_report,{'REPORT_TYPE': 'MRI report'}
Save my MRI report to my records.,upload_record,{'REPORT_TYPE': 'MRI report'}
Fetch my ECG report.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'last week'}"
Schedule a MRI for last Monday.,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'last Monday'}"
I won't be available for my MRI test tomorrow.,cancel_test,{'TIME': 'tomorrow'}
Interpret my X-ray report results.,analyze_report,{'REPORT_TYPE': 'X-ray report'}
I want to upload my CT scan report.,upload_record,{'REPORT_TYPE': 'CT scan report'}
I need my MRI report from on March 5th.,retrieve_record,"{'REPORT_TYPE': 'MRI report', 'DATE': 'on March 5th'}"
Can I get a X-ray last Monday?,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'last Monday'}"
Please remove my appointment today.,cancel_test,{'TIME': 'today'}
Check my X-ray report and provide feedback.,analyze_report,{'REPORT_TYPE': 'X-ray report'}
"Here is my MRI report, please store it.",upload_record,{'REPORT_TYPE': 'MRI report'}
Retrieve my ECG report for on 10th February.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'on 10th February'}"
I want to book a CT scan appointment next month.,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'next month'}"
Can you cancel my test day after tomorrow?,cancel_test,{'TIME': 'day after tomorrow'}
Give me insights on my blood report.,analyze_report,{'REPORT_TYPE': 'blood report'}
"Uploading blood report, please process it.",upload_record,{'REPORT_TYPE': 'blood report'}
Retrieve my CT scan report for last week.,retrieve_record,"{'REPORT_TYPE': 'CT scan report', 'DATE': 'last week'}"
I need a ECG on next month.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'next month'}"
Cancel my ECG scheduled day after tomorrow.,cancel_test,{'TIME': 'day after tomorrow'}
Check my MRI report and provide feedback.,analyze_report,{'REPORT_TYPE': 'MRI report'}
Can I upload my CT scan report?,upload_record,{'REPORT_TYPE': 'CT scan report'}
Fetch my blood report.,retrieve_record,"{'REPORT_TYPE': 'blood report', 'DATE': 'last week'}"
Can I get a ECG tomorrow?,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'tomorrow'}"
I won't be available for my MRI test today.,cancel_test,{'TIME': 'today'}
Can you analyze my X-ray report?,analyze_report,{'REPORT_TYPE': 'X-ray report'}
"Uploading MRI report, please process it.",upload_record,{'REPORT_TYPE': 'MRI report'}
Retrieve my ultrasound report for on 10th February.,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'on 10th February'}"
Need a ultrasound scheduled on 15th March.,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'on 15th March'}"
I need to cancel my MRI on next week.,cancel_test,{'TIME': 'next week'}
What does my CT scan report say?,analyze_report,{'REPORT_TYPE': 'CT scan report'}
Save my blood report to my records.,upload_record,{'REPORT_TYPE': 'blood report'}
Find my MRI report recorded on last month.,retrieve_record,"{'REPORT_TYPE': 'MRI report', 'DATE': 'last month'}"
Please arrange a MRI test this Friday.,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'this Friday'}"
I won't be available for my ultrasound test next week.,cancel_test,{'TIME': 'next week'}
Give me insights on my MRI report.,analyze_report,{'REPORT_TYPE': 'MRI report'}
I want to upload my MRI report.,upload_record,{'REPORT_TYPE': 'MRI report'}
Retrieve my ultrasound report for on 10th February.,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'on 10th February'}"
I want to book a ultrasound appointment next week.,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'next week'}"
I won't be available for my CT scan test on 15th March.,cancel_test,{'TIME': 'on 15th March'}
Check my MRI report and provide feedback.,analyze_report,{'REPORT_TYPE': 'MRI report'}
Can I upload my ultrasound report?,upload_record,{'REPORT_TYPE': 'ultrasound report'}
Can I get my CT scan report from yesterday?,retrieve_record,"{'REPORT_TYPE': 'CT scan report', 'DATE': 'yesterday'}"
Can I get a X-ray this Friday?,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'this Friday'}"
Can you cancel my test tomorrow?,cancel_test,{'TIME': 'tomorrow'}
Interpret my MRI report results.,analyze_report,{'REPORT_TYPE': 'MRI report'}
Save my blood report to my records.,upload_record,{'REPORT_TYPE': 'blood report'}
Find my CT scan report recorded on last week.,retrieve_record,"{'REPORT_TYPE': 'CT scan report', 'DATE': 'last week'}"
Schedule a MRI for day after tomorrow.,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'day after tomorrow'}"
Can you cancel my test on 15th March?,cancel_test,{'TIME': 'on 15th March'}
Can you analyze my ECG report?,analyze_report,{'REPORT_TYPE': 'ECG report'}
I want to upload my MRI report.,upload_record,{'REPORT_TYPE': 'MRI report'}
Can I get my ultrasound report from on March 5th?,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'on March 5th'}"
Schedule a CT scan for on 15th March.,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'on 15th March'}"
Please remove my appointment next week.,cancel_test,{'TIME': 'next week'}
Check my MRI report and provide feedback.,analyze_report,{'REPORT_TYPE': 'MRI report'}
"Here is my ultrasound report, please store it.",upload_record,{'REPORT_TYPE': 'ultrasound report'}
Find my ECG report recorded on on 10th February.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'on 10th February'}"
I want to book a blood test appointment tomorrow.,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'tomorrow'}"
